Date,Commodity,Price
3/1/13,Food,120.02
4/1/13,Food,116.43
5/1/13,Food,116.73
6/1/13,Food,117.55
7/1/13,Food,114.42
8/1/13,Food,110.29
9/1/13,Food,109.85
10/1/13,Food,110.08
11/1/13,Food,109.16
12/1/13,Food,108.57
1/1/14,Food,106.52
2/1/14,Food,108.29
3/1/14,Food,113.83
4/1/14,Food,112.31
5/1/14,Food,112.05
6/1/14,Food,109
7/1/14,Food,105.68
8/1/14,Food,103.8
9/1/14,Food,100.27
10/1/14,Food,99.54
11/1/14,Food,101.22
12/1/14,Food,99.69
1/1/15,Food,97.15
2/1/15,Food,94.29
3/1/15,Food,92.43
4/1/15,Food,91.47
5/1/15,Food,89.67
6/1/15,Food,88.9
7/1/15,Food,89.92
8/1/15,Food,84.68
9/1/15,Food,82.89
10/1/15,Food,84.24
11/1/15,Food,82.91
12/1/15,Food,83.03
1/1/16,Food,83.11
2/1/16,Food,83.82
3/1/16,Food,85.85
4/1/16,Food,88.46
5/1/16,Food,92.47
6/1/16,Food,96.83
7/1/16,Food,93.32
8/1/16,Food,91.55
9/1/16,Food,90.54
10/1/16,Food,89.35
11/1/16,Food,89.92
12/1/16,Food,90.29
1/1/17,Food,92.13
2/1/17,Food,91.74
3/1/17,Food,90.41
4/1/17,Food,89.42
5/1/17,Food,91.82
6/1/17,Food,91.52
7/1/17,Food,91.68
8/1/17,Food,88.5
9/1/17,Food,89.21
10/1/17,Food,88.6
11/1/17,Food,89.19
12/1/17,Food,88.2
1/1/18,Food,90.64
2/1/18,Food,92.92
3/1/18,Food,94
4/1/18,Food,96.09
5/1/18,Food,96.79
6/1/18,Food,93.38
7/1/18,Food,89.97
8/1/18,Food,88.71
9/1/18,Food,85.62
10/1/18,Food,86.37
11/1/18,Food,84.81
12/1/18,Food,86.08
1/1/19,Food,86.97
2/1/19,Food,87.45
3/1/19,Food,86.2
4/1/19,Food,85.97
5/1/19,Food,84.99
6/1/19,Food,88.06
7/1/19,Food,86.86
8/1/19,Food,84.69
9/1/19,Food,84.21
10/1/19,Food,86.3
11/1/19,Food,89.91
12/1/19,Food,92.17
1/1/20,Food,93.87
2/1/20,Food,90.51
3/1/20,Food,88.03
4/1/20,Food,85.62
5/1/20,Food,85.43
6/1/20,Food,88.32
7/1/20,Food,89.2
8/1/20,Food,91.17
9/1/20,Food,95.16
10/1/20,Food,98.8
11/1/20,Food,104
12/1/20,Food,107.34
1/1/21,Food,115.02
2/1/21,Food,116.63
3/1/21,Food,115.31
4/1/21,Food,119.84
5/1/21,Food,127.64
6/1/21,Food,123.38
7/1/21,Food,122.28
8/1/21,Food,122.92
9/1/21,Food,121.81
10/1/21,Food,124.06
11/1/21,Food,125.94
12/1/21,Food,127.31
1/1/22,Food,133.82
2/1/22,Food,141.36
3/1/22,Food,157.35
4/1/22,Food,158.87
1/1/79,Oils & Meals,64.34
2/1/79,Oils & Meals,67.69
3/1/79,Oils & Meals,68.59
4/1/79,Oils & Meals,67.06
5/1/79,Oils & Meals,66.89
6/1/79,Oils & Meals,70.25
7/1/79,Oils & Meals,69.71
8/1/79,Oils & Meals,66.66
9/1/79,Oils & Meals,65.71
10/1/79,Oils & Meals,63.61
11/1/79,Oils & Meals,64.85
12/1/79,Oils & Meals,64.81
1/1/80,Oils & Meals,64.12
2/1/80,Oils & Meals,64.17
3/1/80,Oils & Meals,62.19
4/1/80,Oils & Meals,60.02
5/1/80,Oils & Meals,58.47
6/1/80,Oils & Meals,57.34
7/1/80,Oils & Meals,62.44
8/1/80,Oils & Meals,62.74
9/1/80,Oils & Meals,65.66
10/1/80,Oils & Meals,66.74
11/1/80,Oils & Meals,73.59
12/1/80,Oils & Meals,68.78
1/1/81,Oils & Meals,67.94
2/1/81,Oils & Meals,65.94
3/1/81,Oils & Meals,65.11
4/1/81,Oils & Meals,65.07
5/1/81,Oils & Meals,64.41
6/1/81,Oils & Meals,63.63
7/1/81,Oils & Meals,62.72
8/1/81,Oils & Meals,59.25
9/1/81,Oils & Meals,56.3
10/1/81,Oils & Meals,55.75
11/1/81,Oils & Meals,54.79
12/1/81,Oils & Meals,54.15
1/1/82,Oils & Meals,55.4
2/1/82,Oils & Meals,55.3
3/1/82,Oils & Meals,53.83
4/1/82,Oils & Meals,55.24
5/1/82,Oils & Meals,56.05
6/1/82,Oils & Meals,53.36
7/1/82,Oils & Meals,49.77
8/1/82,Oils & Meals,46.99
9/1/82,Oils & Meals,44.91
10/1/82,Oils & Meals,43.41
11/1/82,Oils & Meals,45.82
12/1/82,Oils & Meals,46.56
1/1/83,Oils & Meals,46.51
2/1/83,Oils & Meals,46.24
3/1/83,Oils & Meals,46.83
4/1/83,Oils & Meals,50.11
5/1/83,Oils & Meals,50.62
6/1/83,Oils & Meals,48.6
7/1/83,Oils & Meals,52.94
8/1/83,Oils & Meals,68.27
9/1/83,Oils & Meals,72.64
10/1/83,Oils & Meals,70.84
11/1/83,Oils & Meals,69.52
12/1/83,Oils & Meals,69.29
1/1/84,Oils & Meals,74.65
2/1/84,Oils & Meals,72.96
3/1/84,Oils & Meals,74.37
4/1/84,Oils & Meals,74.59
5/1/84,Oils & Meals,81.68
6/1/84,Oils & Meals,72.84
7/1/84,Oils & Meals,60.58
8/1/84,Oils & Meals,58.2
9/1/84,Oils & Meals,58.45
10/1/84,Oils & Meals,58.34
11/1/84,Oils & Meals,58.47
12/1/84,Oils & Meals,55.86
1/1/85,Oils & Meals,55.53
2/1/85,Oils & Meals,54.84
3/1/85,Oils & Meals,57.38
4/1/85,Oils & Meals,57.65
5/1/85,Oils & Meals,54.32
6/1/85,Oils & Meals,51.52
7/1/85,Oils & Meals,48.12
8/1/85,Oils & Meals,44.37
9/1/85,Oils & Meals,42.5
10/1/85,Oils & Meals,42.65
11/1/85,Oils & Meals,43.78
12/1/85,Oils & Meals,44.95
1/1/86,Oils & Meals,43.9
2/1/86,Oils & Meals,40.42
3/1/86,Oils & Meals,39.3
4/1/86,Oils & Meals,38.32
5/1/86,Oils & Meals,37.96
6/1/86,Oils & Meals,37.85
7/1/86,Oils & Meals,36.9
8/1/86,Oils & Meals,35.06
9/1/86,Oils & Meals,35.22
10/1/86,Oils & Meals,38.08
11/1/86,Oils & Meals,39.4
12/1/86,Oils & Meals,38.25
1/1/87,Oils & Meals,40.65
2/1/87,Oils & Meals,39.75
3/1/87,Oils & Meals,38.51
4/1/87,Oils & Meals,40.99
5/1/87,Oils & Meals,43.19
6/1/87,Oils & Meals,44.57
7/1/87,Oils & Meals,41.74
8/1/87,Oils & Meals,41.04
9/1/87,Oils & Meals,42.83
10/1/87,Oils & Meals,44.34
11/1/87,Oils & Meals,46.89
12/1/87,Oils & Meals,50.72
1/1/88,Oils & Meals,52.82
2/1/88,Oils & Meals,49.02
3/1/88,Oils & Meals,49.03
4/1/88,Oils & Meals,51.29
5/1/88,Oils & Meals,54.4
6/1/88,Oils & Meals,66.44
7/1/88,Oils & Meals,66.56
8/1/88,Oils & Meals,61.98
9/1/88,Oils & Meals,61.07
10/1/88,Oils & Meals,58.91
11/1/88,Oils & Meals,57.73
12/1/88,Oils & Meals,57.93
1/1/89,Oils & Meals,57.06
2/1/89,Oils & Meals,55.79
3/1/89,Oils & Meals,57.09
4/1/89,Oils & Meals,55.16
5/1/89,Oils & Meals,55.56
6/1/89,Oils & Meals,54.16
7/1/89,Oils & Meals,51.48
8/1/89,Oils & Meals,45.33
9/1/89,Oils & Meals,46.06
10/1/89,Oils & Meals,46.53
11/1/89,Oils & Meals,46.81
12/1/89,Oils & Meals,45.71
1/1/90,Oils & Meals,45.35
2/1/90,Oils & Meals,44.29
3/1/90,Oils & Meals,44.29
4/1/90,Oils & Meals,43.85
5/1/90,Oils & Meals,45.07
6/1/90,Oils & Meals,43.05
7/1/90,Oils & Meals,43.53
8/1/90,Oils & Meals,44.37
9/1/90,Oils & Meals,44.71
10/1/90,Oils & Meals,45.8
11/1/90,Oils & Meals,46.27
12/1/90,Oils & Meals,47.52
1/1/91,Oils & Meals,46.4
2/1/91,Oils & Meals,45.63
3/1/91,Oils & Meals,45.91
4/1/91,Oils & Meals,45.06
5/1/91,Oils & Meals,45.33
6/1/91,Oils & Meals,45.17
7/1/91,Oils & Meals,44.72
8/1/91,Oils & Meals,46.14
9/1/91,Oils & Meals,46.81
10/1/91,Oils & Meals,47.28
11/1/91,Oils & Meals,47.22
12/1/91,Oils & Meals,46.9
1/1/92,Oils & Meals,48.08
2/1/92,Oils & Meals,47.39
3/1/92,Oils & Meals,47.83
4/1/92,Oils & Meals,47.15
5/1/92,Oils & Meals,47.92
6/1/92,Oils & Meals,49.34
7/1/92,Oils & Meals,47.25
8/1/92,Oils & Meals,46.37
9/1/92,Oils & Meals,46.92
10/1/92,Oils & Meals,46.56
11/1/92,Oils & Meals,47.76
12/1/92,Oils & Meals,48.28
1/1/93,Oils & Meals,48.92
2/1/93,Oils & Meals,48.07
3/1/93,Oils & Meals,47.12
4/1/93,Oils & Meals,47.1
5/1/93,Oils & Meals,46.76
6/1/93,Oils & Meals,46.63
7/1/93,Oils & Meals,51.87
8/1/93,Oils & Meals,50.57
9/1/93,Oils & Meals,49.04
10/1/93,Oils & Meals,47.3
11/1/93,Oils & Meals,50.37
12/1/93,Oils & Meals,53.88
1/1/94,Oils & Meals,54.24
2/1/94,Oils & Meals,52.32
3/1/94,Oils & Meals,52.2
4/1/94,Oils & Meals,52.35
5/1/94,Oils & Meals,54.23
6/1/94,Oils & Meals,55.55
7/1/94,Oils & Meals,52.68
8/1/94,Oils & Meals,55.33
9/1/94,Oils & Meals,57.33
10/1/94,Oils & Meals,56.23
11/1/94,Oils & Meals,60.74
12/1/94,Oils & Meals,61.44
1/1/95,Oils & Meals,59.24
2/1/95,Oils & Meals,59.13
3/1/95,Oils & Meals,59.53
4/1/95,Oils & Meals,57.48
5/1/95,Oils & Meals,56.86
6/1/95,Oils & Meals,57.89
7/1/95,Oils & Meals,60.29
8/1/95,Oils & Meals,58.48
9/1/95,Oils & Meals,59.01
10/1/95,Oils & Meals,61.2
11/1/95,Oils & Meals,62.17
12/1/95,Oils & Meals,63.36
1/1/96,Oils & Meals,62.34
2/1/96,Oils & Meals,60.92
3/1/96,Oils & Meals,60.07
4/1/96,Oils & Meals,64.84
5/1/96,Oils & Meals,65.09
6/1/96,Oils & Meals,62.32
7/1/96,Oils & Meals,61.14
8/1/96,Oils & Meals,63.02
9/1/96,Oils & Meals,65.21
10/1/96,Oils & Meals,61.59
11/1/96,Oils & Meals,62.17
12/1/96,Oils & Meals,63.03
1/1/97,Oils & Meals,64.19
2/1/97,Oils & Meals,65.07
3/1/97,Oils & Meals,67.01
4/1/97,Oils & Meals,67.52
5/1/97,Oils & Meals,64.89
6/1/97,Oils & Meals,61.63
7/1/97,Oils & Meals,60.12
8/1/97,Oils & Meals,58.74
9/1/97,Oils & Meals,60.42
10/1/97,Oils & Meals,62
11/1/97,Oils & Meals,64.72
12/1/97,Oils & Meals,63.19
1/1/98,Oils & Meals,62.14
2/1/98,Oils & Meals,62.32
3/1/98,Oils & Meals,60.42
4/1/98,Oils & Meals,59.58
5/1/98,Oils & Meals,59.62
6/1/98,Oils & Meals,56.06
7/1/98,Oils & Meals,56.4
8/1/98,Oils & Meals,54.7
9/1/98,Oils & Meals,55.71
10/1/98,Oils & Meals,56.3
11/1/98,Oils & Meals,57.46
12/1/98,Oils & Meals,56.74
1/1/99,Oils & Meals,54.64
2/1/99,Oils & Meals,50.05
3/1/99,Oils & Meals,47.31
4/1/99,Oils & Meals,48.13
5/1/99,Oils & Meals,45.45
6/1/99,Oils & Meals,42.14
7/1/99,Oils & Meals,38.52
8/1/99,Oils & Meals,41.91
9/1/99,Oils & Meals,44.61
10/1/99,Oils & Meals,44.75
11/1/99,Oils & Meals,43.79
12/1/99,Oils & Meals,42.85
1/1/00,Oils & Meals,43.54
2/1/00,Oils & Meals,43.59
3/1/00,Oils & Meals,44.68
4/1/00,Oils & Meals,45.6
5/1/00,Oils & Meals,43.73
6/1/00,Oils & Meals,41.97
7/1/00,Oils & Meals,40.53
8/1/00,Oils & Meals,40.16
9/1/00,Oils & Meals,40.95
10/1/00,Oils & Meals,39.5
11/1/00,Oils & Meals,40.48
12/1/00,Oils & Meals,42.72
1/1/01,Oils & Meals,40.99
2/1/01,Oils & Meals,38.47
3/1/01,Oils & Meals,39.11
4/1/01,Oils & Meals,37.97
5/1/01,Oils & Meals,36.8
6/1/01,Oils & Meals,38.31
7/1/01,Oils & Meals,43.84
8/1/01,Oils & Meals,44.79
9/1/01,Oils & Meals,42.02
10/1/01,Oils & Meals,39.92
11/1/01,Oils & Meals,42.07
12/1/01,Oils & Meals,42.57
1/1/02,Oils & Meals,43.49
2/1/02,Oils & Meals,41.74
3/1/02,Oils & Meals,41.54
4/1/02,Oils & Meals,41.77
5/1/02,Oils & Meals,43.21
6/1/02,Oils & Meals,45.62
7/1/02,Oils & Meals,47.27
8/1/02,Oils & Meals,48.73
9/1/02,Oils & Meals,49.37
10/1/02,Oils & Meals,49.45
11/1/02,Oils & Meals,52.57
12/1/02,Oils & Meals,53.49
1/1/03,Oils & Meals,53.1
2/1/03,Oils & Meals,53.08
3/1/03,Oils & Meals,52.1
4/1/03,Oils & Meals,52.83
5/1/03,Oils & Meals,53.75
6/1/03,Oils & Meals,53.53
7/1/03,Oils & Meals,52.04
8/1/03,Oils & Meals,51.76
9/1/03,Oils & Meals,55.07
10/1/03,Oils & Meals,63.98
11/1/03,Oils & Meals,67.46
12/1/03,Oils & Meals,66.67
1/1/04,Oils & Meals,68.71
2/1/04,Oils & Meals,71.74
3/1/04,Oils & Meals,76.9
4/1/04,Oils & Meals,73.64
5/1/04,Oils & Meals,66.98
6/1/04,Oils & Meals,60.17
7/1/04,Oils & Meals,57.29
8/1/04,Oils & Meals,55.82
9/1/04,Oils & Meals,56.07
10/1/04,Oils & Meals,54.27
11/1/04,Oils & Meals,54.73
12/1/04,Oils & Meals,55.12
1/1/05,Oils & Meals,54.25
2/1/05,Oils & Meals,54.37
3/1/05,Oils & Meals,59.08
4/1/05,Oils & Meals,57.83
5/1/05,Oils & Meals,56.8
6/1/05,Oils & Meals,58.83
7/1/05,Oils & Meals,58.57
8/1/05,Oils & Meals,56.3
9/1/05,Oils & Meals,55.55
10/1/05,Oils & Meals,55.5
11/1/05,Oils & Meals,54.78
12/1/05,Oils & Meals,55.48
1/1/06,Oils & Meals,54.85
2/1/06,Oils & Meals,55.18
3/1/06,Oils & Meals,54.35
4/1/06,Oils & Meals,53.93
5/1/06,Oils & Meals,55.47
6/1/06,Oils & Meals,55.73
7/1/06,Oils & Meals,57.11
8/1/06,Oils & Meals,58.38
9/1/06,Oils & Meals,57.73
10/1/06,Oils & Meals,59.69
11/1/06,Oils & Meals,64.2
12/1/06,Oils & Meals,66.34
1/1/07,Oils & Meals,68.11
2/1/07,Oils & Meals,70.91
3/1/07,Oils & Meals,71.11
4/1/07,Oils & Meals,73.37
5/1/07,Oils & Meals,77.56
6/1/07,Oils & Meals,81.29
7/1/07,Oils & Meals,85.12
8/1/07,Oils & Meals,86.41
9/1/07,Oils & Meals,93.33
10/1/07,Oils & Meals,100.42
11/1/07,Oils & Meals,107.82
12/1/07,Oils & Meals,111.35
1/1/08,Oils & Meals,119.12
2/1/08,Oils & Meals,129.05
3/1/08,Oils & Meals,133.65
4/1/08,Oils & Meals,133.73
5/1/08,Oils & Meals,134.71
6/1/08,Oils & Meals,140.96
7/1/08,Oils & Meals,137.17
8/1/08,Oils & Meals,116.44
9/1/08,Oils & Meals,106.22
10/1/08,Oils & Meals,84.6
11/1/08,Oils & Meals,77.88
12/1/08,Oils & Meals,75.01
1/1/09,Oils & Meals,84.16
2/1/09,Oils & Meals,82.62
3/1/09,Oils & Meals,80.39
4/1/09,Oils & Meals,88.76
5/1/09,Oils & Meals,97.89
6/1/09,Oils & Meals,96.56
7/1/09,Oils & Meals,90.89
8/1/09,Oils & Meals,97.86
9/1/09,Oils & Meals,90.82
10/1/09,Oils & Meals,91.39
11/1/09,Oils & Meals,94.77
12/1/09,Oils & Meals,96.46
1/1/10,Oils & Meals,95.48
2/1/10,Oils & Meals,92.84
3/1/10,Oils & Meals,91.98
4/1/10,Oils & Meals,92
5/1/10,Oils & Meals,90.81
6/1/10,Oils & Meals,88.64
7/1/10,Oils & Meals,92.65
8/1/10,Oils & Meals,100.59
9/1/10,Oils & Meals,103.34
10/1/10,Oils & Meals,109.8
11/1/10,Oils & Meals,117
12/1/10,Oils & Meals,124.87
1/1/11,Oils & Meals,130.6
2/1/11,Oils & Meals,132.23
3/1/11,Oils & Meals,125.07
4/1/11,Oils & Meals,123.37
5/1/11,Oils & Meals,123.03
6/1/11,Oils & Meals,121.28
7/1/11,Oils & Meals,121.87
8/1/11,Oils & Meals,121.89
9/1/11,Oils & Meals,117.58
10/1/11,Oils & Meals,109.47
11/1/11,Oils & Meals,110.18
12/1/11,Oils & Meals,109.95
1/1/12,Oils & Meals,113.56
2/1/12,Oils & Meals,117.05
3/1/12,Oils & Meals,122.58
4/1/12,Oils & Meals,129.17
5/1/12,Oils & Meals,125.24
6/1/12,Oils & Meals,122.19
7/1/12,Oils & Meals,135.09
8/1/12,Oils & Meals,137.67
9/1/12,Oils & Meals,136.65
10/1/12,Oils & Meals,125.13
11/1/12,Oils & Meals,119.64
12/1/12,Oils & Meals,120.17
1/1/13,Oils & Meals,118.45
2/1/13,Oils & Meals,118.88
3/1/13,Oils & Meals,115.27
4/1/13,Oils & Meals,111.97
5/1/13,Oils & Meals,109.62
6/1/13,Oils & Meals,112.79
7/1/13,Oils & Meals,111.35
8/1/13,Oils & Meals,109.27
9/1/13,Oils & Meals,115.2
10/1/13,Oils & Meals,115.3
11/1/13,Oils & Meals,116.91
12/1/13,Oils & Meals,117.06
1/1/14,Oils & Meals,113.5
2/1/14,Oils & Meals,113.12
3/1/14,Oils & Meals,119.28
4/1/14,Oils & Meals,116.44
5/1/14,Oils & Meals,114.26
6/1/14,Oils & Meals,110.51
7/1/14,Oils & Meals,104.67
8/1/14,Oils & Meals,100.81
9/1/14,Oils & Meals,95.6
10/1/14,Oils & Meals,94.84
11/1/14,Oils & Meals,97.55
12/1/14,Oils & Meals,95.62
1/1/15,Oils & Meals,92.54
2/1/15,Oils & Meals,90.1
3/1/15,Oils & Meals,87.82
4/1/15,Oils & Meals,85.46
5/1/15,Oils & Meals,85.42
6/1/15,Oils & Meals,86
7/1/15,Oils & Meals,86.8
8/1/15,Oils & Meals,80.86
9/1/15,Oils & Meals,79.39
10/1/15,Oils & Meals,81.38
11/1/15,Oils & Meals,78.3
12/1/15,Oils & Meals,78.27
1/1/16,Oils & Meals,77.99
2/1/16,Oils & Meals,79.84
3/1/16,Oils & Meals,81.71
4/1/16,Oils & Meals,86.97
5/1/16,Oils & Meals,92.4
6/1/16,Oils & Meals,96.66
7/1/16,Oils & Meals,92.04
8/1/16,Oils & Meals,91.85
9/1/16,Oils & Meals,90.34
10/1/16,Oils & Meals,88.37
11/1/16,Oils & Meals,88.91
12/1/16,Oils & Meals,92.19
1/1/17,Oils & Meals,93.11
2/1/17,Oils & Meals,90.8
3/1/17,Oils & Meals,87.75
4/1/17,Oils & Meals,86
5/1/17,Oils & Meals,87.21
6/1/17,Oils & Meals,85.31
7/1/17,Oils & Meals,86.76
8/1/17,Oils & Meals,85.93
9/1/17,Oils & Meals,87.64
10/1/17,Oils & Meals,87.79
11/1/17,Oils & Meals,87.22
12/1/17,Oils & Meals,85.32
1/1/18,Oils & Meals,87.01
2/1/18,Oils & Meals,90.91
3/1/18,Oils & Meals,92.74
4/1/18,Oils & Meals,94.13
5/1/18,Oils & Meals,92.24
6/1/18,Oils & Meals,86.49
7/1/18,Oils & Meals,83.15
8/1/18,Oils & Meals,81.61
9/1/18,Oils & Meals,79.27
10/1/18,Oils & Meals,79.29
11/1/18,Oils & Meals,76.64
12/1/18,Oils & Meals,76.6
1/1/19,Oils & Meals,78.44
2/1/19,Oils & Meals,78.51
3/1/19,Oils & Meals,75.99
4/1/19,Oils & Meals,75.52
5/1/19,Oils & Meals,73.61
6/1/19,Oils & Meals,75.75
7/1/19,Oils & Meals,75.37
8/1/19,Oils & Meals,76.31
9/1/19,Oils & Meals,75.95
10/1/19,Oils & Meals,77.62
11/1/19,Oils & Meals,80.9
12/1/19,Oils & Meals,85.56
1/1/20,Oils & Meals,87.88
2/1/20,Oils & Meals,83.15
3/1/20,Oils & Meals,80.84
4/1/20,Oils & Meals,77.78
5/1/20,Oils & Meals,75.17
6/1/20,Oils & Meals,80.13
7/1/20,Oils & Meals,83.75
8/1/20,Oils & Meals,88.24
9/1/20,Oils & Meals,94.41
10/1/20,Oils & Meals,100.96
11/1/20,Oils & Meals,110.13
12/1/20,Oils & Meals,115
1/1/21,Oils & Meals,123.16
2/1/21,Oils & Meals,123.59
3/1/21,Oils & Meals,122.48
4/1/21,Oils & Meals,125.03
5/1/21,Oils & Meals,133.56
6/1/21,Oils & Meals,125.67
7/1/21,Oils & Meals,126.11
8/1/21,Oils & Meals,127.2
9/1/21,Oils & Meals,126.29
10/1/21,Oils & Meals,131.38
11/1/21,Oils & Meals,131.38
12/1/21,Oils & Meals,129.4
1/1/22,Oils & Meals,141.26
2/1/22,Oils & Meals,154.87
3/1/22,Oils & Meals,172.76
4/1/22,Oils & Meals,167.76
1/1/79,Grains,57.29
2/1/79,Grains,58.01
3/1/79,Grains,59.37
4/1/79,Grains,59.96
5/1/79,Grains,60.68
6/1/79,Grains,65.72
7/1/79,Grains,68.82
8/1/79,Grains,67.07
9/1/79,Grains,68.08
10/1/79,Grains,68.94
11/1/79,Grains,68.87
12/1/79,Grains,69.33
1/1/80,Grains,67.57
2/1/80,Grains,69.34
3/1/80,Grains,68.61
4/1/80,Grains,67.54
5/1/80,Grains,69.32
6/1/80,Grains,70.15
7/1/80,Grains,75.26
8/1/80,Grains,78.63
9/1/80,Grains,78.93
10/1/80,Grains,80.03
11/1/80,Grains,83.79
12/1/80,Grains,81.5
1/1/81,Grains,83.84
2/1/81,Grains,82.36
3/1/81,Grains,82.78
4/1/81,Grains,84.57
5/1/81,Grains,82.88
6/1/81,Grains,82.12
7/1/81,Grains,81.78
8/1/81,Grains,78.18
9/1/81,Grains,74.97
10/1/81,Grains,72.18
11/1/81,Grains,71.56
12/1/81,Grains,67.18
1/1/82,Grains,66.43
2/1/82,Grains,64.51
3/1/82,Grains,64.64
4/1/82,Grains,64.68
5/1/82,Grains,63.86
6/1/82,Grains,61.25
7/1/82,Grains,59.93
8/1/82,Grains,57.55
9/1/82,Grains,56.27
10/1/82,Grains,52.4
11/1/82,Grains,56
12/1/82,Grains,57.69
1/1/83,Grains,58.4
2/1/83,Grains,61.09
3/1/83,Grains,63.76
4/1/83,Grains,65.93
5/1/83,Grains,65.04
6/1/83,Grains,63.74
7/1/83,Grains,63.96
8/1/83,Grains,68.32
9/1/83,Grains,69.37
10/1/83,Grains,68.53
11/1/83,Grains,67.86
12/1/83,Grains,66.16
1/1/84,Grains,65.11
2/1/84,Grains,63.17
3/1/84,Grains,66.21
4/1/84,Grains,66.98
5/1/84,Grains,66.13
6/1/84,Grains,65.86
7/1/84,Grains,65
8/1/84,Grains,64.83
9/1/84,Grains,62.38
10/1/84,Grains,59.85
11/1/84,Grains,57.75
12/1/84,Grains,56
1/1/85,Grains,57.33
2/1/85,Grains,56.96
3/1/85,Grains,56.67
4/1/85,Grains,56.73
5/1/85,Grains,55.17
6/1/85,Grains,54.69
7/1/85,Grains,52.98
8/1/85,Grains,50.02
9/1/85,Grains,49.43
10/1/85,Grains,48.99
11/1/85,Grains,51.25
12/1/85,Grains,52.23
1/1/86,Grains,53.49
2/1/86,Grains,51.66
3/1/86,Grains,50.81
4/1/86,Grains,49.9
5/1/86,Grains,49.04
6/1/86,Grains,46.91
7/1/86,Grains,41.87
8/1/86,Grains,39.75
9/1/86,Grains,37.79
10/1/86,Grains,38.1
11/1/86,Grains,39.83
12/1/86,Grains,38.82
1/1/87,Grains,38.96
2/1/87,Grains,39.76
3/1/87,Grains,42.09
4/1/87,Grains,42.93
5/1/87,Grains,45.12
6/1/87,Grains,43.24
7/1/87,Grains,41.68
8/1/87,Grains,41.6
9/1/87,Grains,46.1
10/1/87,Grains,48.08
11/1/87,Grains,48.03
12/1/87,Grains,49.49
1/1/88,Grains,52.73
2/1/88,Grains,54.43
3/1/88,Grains,53.55
4/1/88,Grains,53.36
5/1/88,Grains,51.59
6/1/88,Grains,61.99
7/1/88,Grains,63.08
8/1/88,Grains,61.61
9/1/88,Grains,63.62
10/1/88,Grains,63.61
11/1/88,Grains,62.19
12/1/88,Grains,62.22
1/1/89,Grains,63.67
2/1/89,Grains,63.62
3/1/89,Grains,65.28
4/1/89,Grains,65.21
5/1/89,Grains,66.87
6/1/89,Grains,65.67
7/1/89,Grains,66.12
8/1/89,Grains,62.95
9/1/89,Grains,62.6
10/1/89,Grains,62.62
11/1/89,Grains,60.52
12/1/89,Grains,61.09
1/1/90,Grains,60.99
2/1/90,Grains,61.74
3/1/90,Grains,61.28
4/1/90,Grains,62.76
5/1/90,Grains,61.16
6/1/90,Grains,59.49
7/1/90,Grains,57.02
8/1/90,Grains,55.36
9/1/90,Grains,53.38
10/1/90,Grains,54.44
11/1/90,Grains,53.75
12/1/90,Grains,53.59
1/1/91,Grains,56.72
2/1/91,Grains,58.54
3/1/91,Grains,58.85
4/1/91,Grains,57.54
5/1/91,Grains,56.8
6/1/91,Grains,56.24
7/1/91,Grains,56.88
8/1/91,Grains,58.4
9/1/91,Grains,58.77
10/1/91,Grains,59.38
11/1/91,Grains,58.79
12/1/91,Grains,60.01
1/1/92,Grains,62.07
2/1/92,Grains,63.82
3/1/92,Grains,63.66
4/1/92,Grains,60.82
5/1/92,Grains,59.89
6/1/92,Grains,59.76
7/1/92,Grains,56.98
8/1/92,Grains,54.31
9/1/92,Grains,55.06
10/1/92,Grains,54.16
11/1/92,Grains,54.96
12/1/92,Grains,55.16
1/1/93,Grains,56.09
2/1/93,Grains,55
3/1/93,Grains,54.04
4/1/93,Grains,52.66
5/1/93,Grains,50.32
6/1/93,Grains,47.59
7/1/93,Grains,50.78
8/1/93,Grains,51.23
9/1/93,Grains,51.21
10/1/93,Grains,56.04
11/1/93,Grains,62.69
12/1/93,Grains,66.08
1/1/94,Grains,68.99
2/1/94,Grains,66.59
3/1/94,Grains,60.43
4/1/94,Grains,58.92
5/1/94,Grains,55.88
6/1/94,Grains,55.16
7/1/94,Grains,52.49
8/1/94,Grains,54.71
9/1/94,Grains,57.08
10/1/94,Grains,58.14
11/1/94,Grains,57.58
12/1/94,Grains,59.22
1/1/95,Grains,60.23
2/1/95,Grains,60.2
3/1/95,Grains,60.88
4/1/95,Grains,60.39
5/1/95,Grains,62.86
6/1/95,Grains,68.16
7/1/95,Grains,73.43
8/1/95,Grains,72.03
9/1/95,Grains,75.21
10/1/95,Grains,80.22
11/1/95,Grains,78.63
12/1/95,Grains,80.27
1/1/96,Grains,83.39
2/1/96,Grains,86.55
3/1/96,Grains,90.05
4/1/96,Grains,94.24
5/1/96,Grains,98.17
6/1/96,Grains,93.4
7/1/96,Grains,91.56
8/1/96,Grains,85.81
9/1/96,Grains,74.83
10/1/96,Grains,69.91
11/1/96,Grains,67.59
12/1/96,Grains,67.77
1/1/97,Grains,70.15
2/1/97,Grains,69.91
3/1/97,Grains,70.29
4/1/97,Grains,69.15
5/1/97,Grains,67.97
6/1/97,Grains,63.56
7/1/97,Grains,60.59
8/1/97,Grains,61.56
9/1/97,Grains,60.68
10/1/97,Grains,62.38
11/1/97,Grains,60.67
12/1/97,Grains,60.19
1/1/98,Grains,60.72
2/1/98,Grains,61.23
